popularity,director,runtime,genres,release_date,release_year,budget_adj,revenue_adj
3.989231,Evan Goldberg|Seth Rogen,112.0,Action,2014-12-25,2014,40528006.2339442,10413095.5199052
3.863074,Clint Eastwood,134.0,War,2014-12-11,2014,54160153.7853618,499514514.092232
3.81374,Ridley Scott,153.0,Adventure,2014-12-03,2014,128952747.108004,246881718.092715
3.689601,Gareth Edwards,123.0,Action,2014-05-14,2014,147374568.123433,487327232.333243
3.582315,Robert Stromberg,97.0,Fantasy,2014-05-28,2014,165796389.138862,698565011.988
3.573028,Roger Donaldson,108.0,Crime,2014-08-27,2014,13816365.7615718,29987149.8587506
3.489314,Stiles White,89.0,Horror,2014-10-24,2014,4605455.25385729,94439261.8744755
3.489106,Dean DeBlois,102.0,Fantasy,2014-06-12,2014,133558202.361861,561057788.331434
3.393741,David Robert Mitchell,100.0,Thriller,2014-08-27,2014,1842182.10154291,12434729.1854147
3.34625,Patrick Hughes,127.0,Action,2014-08-04,2014,82898194.5694313,189903685.193185
3.327799,Phil Lord|Christopher Miller,100.0,Adventure,2014-02-06,2014,55265463.0462875,432139714.774945
3.260581,Sergey Bodrov,102.0,Adventure,2014-12-12,2014,87503649.8232886,105168898.623797
3.170271,James Marsh,123.0,Drama,2014-11-26,2014,13816365.7615718,111638022.270139
3.14993,Luke Greenfield,104.0,Comedy,2014-08-13,2014,15658547.8631148,125840630.063122
3.028769,Gary Shore,92.0,Horror,2014-10-01,2014,64476373.5540021,198522018.221023
3.007018,Simon J. Smith|Eric Darnell,92.0,Family,2014-11-22,2014,121584018.701832,344075490.780339
2.996038,Rob Marshall,125.0,Fantasy,2014-12-25,2014,46054552.5385729,196102469.537216
2.979181,Noam Murro,102.0,Action,2014-03-05,2014,101320015.58486,310941963.895073
2.881991,Phillip Noyce,94.0,Drama,2014-08-11,2014,23027276.2692864,61695098.5981915
2.805019,Phil Lord|Christopher Miller,112.0,Crime,2014-06-05,2014,46054552.5385729,173571884.248329
2.777996,Scott Frank,113.0,Crime,2014-09-18,2014,25790549.4216008,48985095.8257074
2.721864,Paul King,95.0,Comedy,2014-11-27,2014,50660007.7924302,238753457.084986
2.692691,Daniel Barnz,102.0,Drama,2014-09-07,2014,6447637.35540021,2174033.70640591
2.67235,Jon Favreau,115.0,Comedy,2014-05-08,2014,10132001.558486,42340653.5509441
2.611251,James DeMonaco,104.0,Horror,2014-07-17,2014,8289819.45694313,100198906.84914
2.601775,Vic Armstrong,110.0,Thriller,2014-10-03,2014,14737456.8123433,18129765.1494147
2.595951,Richard Linklater,164.0,Drama,2014-06-05,2014,3684364.20308583,40849467.0106634
2.576396,J.C. Chandor,125.0,Action,2014-12-30,2014,18421821.0154291,11059604.7229864
2.549403,Brett Ratner,99.0,Action,2014-07-23,2014,92109105.0771459,224193561.757773
2.526779,Darren Aronofsky,139.0,Drama,2014-03-20,2014,115136381.346432,334022131.054676
2.523101,David Dobkin,141.0,Drama,2014-10-08,2014,46054552.5385729,77113179.0628635
2.445165,Frank Coraci,117.0,Comedy,2014-05-21,2014,36843642.0308583,113749780.089511
2.376309,Nicholas Stoller,96.0,Comedy,2014-05-08,2014,16579638.9138862,246997381.338142
2.361267,R.J. Cutler,106.0,Drama,2014-08-21,2014,10132001.558486,72650912.0183039
2.303556,Trish Sie,112.0,Romance,2014-07-16,2014,41449097.2847156,79366405.4145416
2.293859,Josh Boone,125.0,Romance,2014-05-16,2014,11053092.6092575,281072099.32309
2.165462,Tim Story,99.0,Action,2014-01-17,2014,23027276.2692864,141846012.919223
2.160156,Paul Thomas Anderson,148.0,Comedy,2014-12-25,2014,18421821.0154291,10234219.6378454
2.141491,Kenneth Branagh,105.0,Action,2014-01-15,2014,55265463.0462875,46560330.0821889
2.136758,Jaume Collet-Serra,106.0,Action,2014-01-26,2014,46054552.5385729,205227928.585968
2.116264,Michael Spierig|Peter Spierig,97.0,Science Fiction,2014-08-28,2014,5066000.77924302,2763273.15231437
1.957672,MichaÃ«l R. Roskam,106.0,Drama,2014-09-12,2014,11605747.2397203,17186067.7609842
1.940735,JosÃ© Padilha,102.0,Science Fiction,2014-01-30,2014,110530926.092575,220490244.264135
1.904422,Wally Pfister,119.0,Thriller,2014-04-16,2014,92109105.0771459,94908538.4219315
1.900038,Nick Cassavetes,109.0,Comedy,2014-04-16,2014,36843642.0308583,181253395.832431
1.894706,Rob Minkoff,92.0,Animation,2014-02-07,2014,133558202.361861,251377196.917292
1.840817,Frank Miller|Robert Rodriguez,102.0,Crime,2014-08-20,2014,59870918.3001448,36298002.4298381
1.811692,Carlos Saldanha,102.0,Animation,2014-03-19,2014,94872378.2294603,460719091.177882
1.805954,Bobby Farrelly|Peter Farrelly,110.0,Comedy,2014-11-12,2014,36843642.0308583,156435350.000782
1.779861,George Clooney,118.0,War,2014-01-24,2014,64476373.5540021,142754407.65095
1.769987,Angelina Jolie,137.0,Drama,2014-12-25,2014,59870918.3001448,150545826.582503
1.754707,Ava DuVernay,127.0,History,2014-12-25,2014,18421821.0154291,61517744.3585475
1.737699,Xavier Dolan,138.0,Drama,2014-05-22,2014,4513346.14878015,3218356.60776903
1.64932099999999,Jean-Marc VallÃ©e,115.0,Drama,2014-12-05,2014,13816365.7615718,48358699.5668108
1.638781,Paul W.S. Anderson,105.0,Action,2014-02-18,2014,119741836.600289,108533660.811904
1.63015,Michael Hoffman,117.0,Drama,2014-10-16,2014,23948367.3200579,33091313.2824092
1.58801,Will Gluck,119.0,Music,2014-12-19,2014,59870918.3001448,123262077.115584
1.54505499999999,Jorge R. Gutierrez,95.0,Romance,2014-10-01,2014,46054552.5385729,89748446.3496701
1.542392,Theodore Melfi,102.0,Comedy,2014-10-09,2014,11974183.6600289,50510085.4864604
1.541069,Scott Waugh,130.0,Action,2014-03-13,2014,60792009.3509163,187237211.341578
1.44904599999999,Lasse HallstrÃ¶m,122.0,Drama,2014-08-06,2014,20264003.1169721,81867328.80832
1.440084,Graham Annable|Anthony Stacchi,97.0,Animation,2014-09-10,2014,55265463.0462875,99713420.9413734
1.398713,Tim Burton,105.0,Drama,2014-12-24,2014,9210910.50771459,26604343.496959
1.394382,Brian A Miller,93.0,Thriller,2014-08-22,2014,16579638.9138862,245550715.733801
1.319416,William Eubank,95.0,Thriller,2014-03-15,2014,3684364.20308583,553479.928044367
1.3155,Steven Quale,89.0,Action,2014-08-06,2014,46054552.5385729,147929243.627661
1.240895,Roberts Gannaway,83.0,Animation,2014-07-17,2014,46054552.5385729,139237453.588524
1.214094,David Ayer,110.0,Action,2014-03-28,2014,32238186.777001,16126939.242071
1.146492,Sam Miller,84.0,Thriller,2014-09-12,2014,12158401.8701832,49582713.5158137
1.142614,Richard Glatzer|Wash Westmoreland,99.0,Drama,2014-12-05,2014,4605455.25385729,38499379.6451773
1.140302,John Erick Dowdle,93.0,Horror,2014-08-14,2014,4605455.25385729,36935751.1359355
1.136851,Bennett Miller,134.0,Drama,2014-05-19,2014,22106185.218515,11141793.6774468
1.077877,Shana Feste,103.0,Drama,2014-02-12,2014,18421821.0154291,31388867.1409057
1.052381,David MichÃ´d,100.0,Crime,2014-05-18,2014,11283365.3719503,2114293.58303497
1.041267,Tim Story,106.0,Comedy,2014-06-19,2014,22106185.218515,64643485.2611615
1.039133,Saul Dibb,107.0,Drama,2014-11-05,2014,13816365.7615718,8386272.42741572
1.027357,Steven Brill,95.0,Comedy,2014-05-02,2014,13816365.7615718,54536.8800251273
1.018115,John R. Leonetti,99.0,Horror,2014-10-02,2014,5987091.83001448,235130424.650607
0.989916,Stuart Beattie,92.0,Horror,2014-01-22,2014,59870918.3001448,65539857.9124945
0.988081,Tom Gormican,94.0,Comedy,2014-01-29,2014,7368728.40617167,23993576.3110119
0.98174,Ivan Reitman,109.0,Drama,2014-04-11,2014,24869458.3708294,26556109.6429943
0.979655,Camille Delamarre,90.0,Action,2014-04-22,2014,25790549.4216008,63460252.6184315
0.967846,Jennifer Kent,93.0,Drama,2014-05-22,2014,1842182.10154291,6149637.68883517
0.966048,Ben Falcone,97.0,Comedy,2014-07-02,2014,18421821.0154291,92593075.7901349
0.92537,Akiva Goldsman,118.0,Drama,2014-02-13,2014,55265463.0462875,28369817.1357936
0.916435,Adam Wingard,99.0,Mystery,2014-09-17,2014,4605455.25385729,2180370.81283522
0.893120999999999,Russell Crowe,112.0,War,2014-12-25,2014,20724548.6423578,14295354.2930672
0.890965,Eli Roth,100.0,Horror,2014-09-04,2014,4605455.25385729,6294225.03543897
0.876513999999999,Miguel Arteta,81.0,Family,2014-10-08,2014,25790549.4216008,92711635.866917
0.876066,Shawn Levy,103.0,Drama,2014-09-10,2014,18237602.8052749,38037670.7817944
0.870104,Tommy Lee Jones,122.0,Western,2014-05-18,2014,14737456.8123433,2238241.12137308
0.805839,Jalmari Helander,90.0,Action,2014-09-05,2014,7829273.9315574,6908182.88078594
0.797723,Clint Eastwood,134.0,Music,2014-06-05,2014,36843642.0308583,62032730.9704891
0.796721,Steve Pink,100.0,Comedy,2014-02-14,2014,11513638.1346432,45135933.6961818
0.786397999999999,Craig Gillespie,124.0,Drama,2014-05-09,2014,23027276.2692864,35284812.4059911
0.778247,Zach Braff,120.0,Drama,2014-01-18,2014,5066000.77924302,5050617.63760409
0.777096,Maya Forbes,87.0,Comedy,2014-01-18,2014,6171310.04016878,1317763.51724144
0.757089,Jonathan Glazer,108.0,Thriller,2014-03-14,2014,12250510.9752604,4955701.04700419
0.751772999999999,Rob Thomas,107.0,Comedy,2014-03-13,2014,5526546.30462875,3210119.29050198
0.740796,Christopher Spencer,138.0,Drama,2014-02-28,2014,20264003.1169721,62450032.1921322
0.728025,Andrew Fleming,90.0,Comedy,2014-02-02,2014,5526546.30462875,13881.7632261766
0.72546,Jay Oliva,79.0,Animation,2014-02-02,2014,3223818.6777001,4748523.72131837
